"Bacteria_Antibiotic","ECOFF","distributions","observations","resistance_freq","best_model","unimodalBIC","bimodalBIC","prob_best","peaks","prop_overlap","diptest","diptest_pval","foldingtest","foldingtest_pval","criticalbandwidth","criticalbandwidth_pval","excessmass","excessmass_pval"
"Klebsiella pneumoniae_Gentamicin",2,41,12293,0.12210200927357,"Bimodal",54592.3750644385,41368.8048247187,0,"2 Peaks",0.21072892629881,0.00239612146435821,0.963902194767414,0.916620714535401,0.0001220703125,0.804397583007812,0.132,0.00479224587347678,0.022
"Mannheimia haemolytica_Gentamicin",4,12,541,0.0628465804066543,"Bimodal",1940.50324158223,1498.69106985243,1.15267238844691e-96,"2 Peaks",0.000163384953721882,0.0187264747579973,0.225741022823924,1.38792894059915,0.0001220703125,1.32886505126953,0.004,0.0374529495159947,0.004
"Morganella morganii_Gentamicin",2,10,1342,0.161698956780924,"Bimodal",6794.46953118315,5203.87692465141,0,"2 Peaks",0.0579230840605538,0.026222758715127,2.06760756771285e-06,0.661045243761317,0.0001220703125,2.24896240234375,0,0.052445517430254,0
"Pasteurella multocida_Gentamicin",8,13,717,0.157601115760112,"Bimodal",2948.92119308139,2659.33976156533,1.31277747227938e-63,"2 Peaks",0.032412406174548,0.0312910561853094,4.48030118086473e-05,1.3835067187874,0.0001220703125,1.11415863037109,0.01,0.0625821123706189,0
"Proteus mirabilis_Gentamicin",4,18,7280,0.0950549450549451,"Bimodal",31243.6517015283,26652.0980790149,0,"2 Peaks",0.306418155134667,0.0050299685003457,0.275677053944764,1.34258233455256,0.0001220703125,1.18637084960938,0,0.0100599368379974,0
"Proteus vulgaris_Gentamicin",2,5,923,0.191765980498375,"Bimodal",5005.19730320964,3717.73988740732,2.70504388865201e-280,"2 Peaks",0.00145142254498241,0.0585300588591693,0,0.41562455498897,0.0001220703125,2.85776519775391,0,0.117060117718339,0
"Pseudomonas aeruginosa_Gentamicin",8,48,21742,0.0752000735902861,"Bimodal",83895.0364336205,76820.963067032,0,"1 Peak",0.559532486955322,0.00295379593727775,0.259864699521001,1.80580595231075,0.0001220703125,0.783187866210938,0.024,0.00590759186712085,0
"Salmonella enterica_Gentamicin",2,8,38923,0.0637926161909411,"Bimodal",146478.208200017,104872.072106962,0,"2 Peaks",0.00124893849818843,0.0129936841092607,0,0.922853058456285,0.0001220703125,1.46727752685547,0,0.0259873682081807,0
"Serratia marcescens_Gentamicin",2,7,1808,0.214048672566372,"Bimodal",9470.78545185153,7046.99615577236,0,"2 Peaks",0.0562586909857773,0.0319584275120206,0,0.576891545125126,0.0001220703125,2.33164596557617,0,0.063916854122551,0
"Staphylococcus aureus_Gentamicin",2,52,45794,0.0705987683976067,"Bimodal",185609.062402923,152531.810294185,0,"2 Peaks",0.327914181686155,0.00303475900601917,0.00741185141978373,1.38438992298759,0.0001220703125,1.05228424072266,0.002,0.00606951800984061,0
"Staphylococcus hyicus_Gentamicin",0.5,5,136,0.0147058823529412,"Bimodal",384.906902257602,371.882175800524,0.00148276440338433,"2 Peaks",0.00160697652253535,0.0282492227477851,0.649270238389781,1.97115393381024,0.0001220703125,0.848846435546875,0.278,0.0564984454955702,0.204
"Staphylococcus pseudintermedius_Gentamicin",0.25,9,474,0.331223628691983,"Bimodal",2205.77650681581,1556.93700915728,1.2773010318396e-141,"2 Peaks",6.04249648289333e-05,0.0977733452713776,0,0.311163723220388,0.0001220703125,1.80903625488281,0,0.195546690542755,0
"Streptococcus agalactiae_Gentamicin",64,6,510,0.0254901960784314,"Unimodal",1651.70379534111,1657.68730607769,0.0477997309593488,"1 Peak",1,0.0124057631055119,0.913302706023338,1.58692744511245,0.0001220703125,0.548828125,0.126,0.0248115262110238,0.22
"Streptococcus group G_Gentamicin",16,5,229,0.00436681222707424,"Bimodal",795.663562527423,754.200396840865,9.91717483295352e-10,"2 Peaks",0.0176811193653211,0.0178238078828446,0.929750559153304,2.35965856446639,0.0001220703125,1.30527496337891,0.43,0.0356476157656891,0.454
"Streptococcus pyogenes_Gentamicin",32,7,2695,0.0905380333951763,"Bimodal",11320.086929516,8179.56748347728,0,"2 Peaks",6.34583942318492e-07,0.0338425628488566,0,0.892327843144615,0.0001220703125,1.7120361328125,0,0.0676851256977131,0
"Acinetobacter baumannii_Imipenem",2,29,6760,0.371153846153846,"Bimodal",34531.7082059324,30551.3924585937,0,"2 Peaks",0.0188724585895753,0.0678101121945696,0,0.722069021148833,0.0001220703125,2.05924224853516,0,0.135620217402046,0
"Bacteroides fragilis_Imipenem",1,7,2694,0.0400890868596882,"Bimodal",10655.074531862,10144.6092751571,1.42520686258468e-111,"1 Peak",0.602365166691109,0.00781381378721902,0.356956452097923,1.9309164140402,0.0001220703125,0.81292724609375,0.588,0.015627627574438,0.002
"Burkholderia pseudomallei_Imipenem",2,7,352,0.0227272727272727,"Bimodal",1024.40411848862,998.292174353707,2.13728504541094e-06,"1 Peak",0.682632601919971,0.023119461236091,0.218673676113098,1.82243039083698,0.0001220703125,0.707931518554688,0.482,0.0462389224721819,0.004
"Citrobacter freundii_Imipenem",2,6,2323,0.0348687042617305,"Bimodal",9174.51027254883,7941.80140325868,2.0925225027607e-268,"2 Peaks",0.330635825929547,0.00647885518439903,0.810327786946404,2.15467567279537,0.0001220703125,2.20379829406738,0.008,0.0129577103687981,0.062
"Enterobacter cloacae_Imipenem",1,37,11552,0.0463123268698061,"Bimodal",42605.9050979025,39704.7107288642,0,"1 Peak",0.590426205457139,0.00281993802177309,0.857349769246106,2.50801489540086,0.0001220703125,2.00227928161621,0.004,0.00563985912138734,0.022
"Enterococcus faecalis_Imipenem",4,19,16546,0.0468391151940046,"Bimodal",60374.2869460692,53848.7518946886,0,"1 Peak",0.540130431964898,0.00413313445245866,0.0635604300483092,2.24907551021916,0.0001220703125,1.72199249267578,0.004,0.00826626887653057,0
"Enterococcus faecium_Imipenem",4,8,4238,0.878952336007551,"Bimodal",16254.6409080553,15437.510993483,3.65168705178287e-178,"1 Peak",0.26510057882109,0.0113031272456354,0.000914301110782945,2.19385365679959,0.0001220703125,0.522445678710938,0.206,0.0226062544912708,0
"Escherichia coli_Imipenem",0.5,63,16253,0.0219036485571894,"Bimodal",47925.2342558703,46349.7865769257,0,"1 Peak",0.742700672623195,0.00266506643291444,0.693330843608602,1.82590165354202,0.0001220703125,0.600624084472656,0.652,0.00533012972532638,0
"Haemophilus influenzae_Imipenem",2,13,3958,0.0282971197574533,"Bimodal",13796.8295905533,13595.1110536428,1.57534711188196e-44,"1 Peak",0.77689328618418,0.00568555548537817,0.588723861204769,1.782077808832,0.0001220703125,0.65435791015625,0.314,0.0113711109707563,0.002
"Klebsiella aerogenes_Imipenem",2,26,3700,0.0586486486486486,"Bimodal",14994.2046292207,13410.5335092824,0,"1 Peak",0.433994566303315,0.00460191604066469,0.929448544819051,2.12786513368191,0.0001220703125,1.75126647949219,0,0.00920383160479112,0.096
"Klebsiella oxytoca_Imipenem",1,59,4832,0.0151076158940397,"Bimodal",14401.6649695166,14016.9563560378,2.89458303744117e-84,"1 Peak",0.766187393240668,0.00367204750042339,0.979253669177753,1.67782986193068,0.0001220703125,0.5885009765625,0.568,0.00734408926513809,0.194
"Klebsiella pneumoniae_Imipenem",1,45,29000,0.0110344827586207,"Bimodal",87946.6090179313,85197.6136570748,0,"2 Peaks",0.733020294474024,0.00185877075544882,0.807553477216612,1.44730955932381,0.0001220703125,0.515411376953125,0.522,0.00371754184765328,0
"Morganella morganii_Imipenem",4,17,2613,0.0914657481821661,"Bimodal",10880.9862348578,9036.08315192099,0,"2 Peaks",1.27126816574291e-06,0.0141795952782234,0.00112196133880482,1.68700386821044,0.0001220703125,1.90280151367188,0.004,0.0283591905564468,0
"Proteus mirabilis_Imipenem",4,18,15534,0.0218874726406592,"Bimodal",58204.0328722975,54725.4048631541,0,"2 Peaks",1.546673804868e-06,0.00296592501444522,0.538125898858209,2.41584162215911,0.0001220703125,1.80911254882812,0,0.00593185003010057,0
"Proteus vulgaris_Imipenem",4,11,1562,0.123559539052497,"Bimodal",7787.68515136407,6410.00274125254,6.91935697378975e-300,"2 Peaks",1.61404256115388e-05,0.0337760381781985,0,1.24244813726014,0.0001220703125,2.30914688110352,0.002,0.067552076356397,0
"Pseudomonas aeruginosa_Imipenem",4,69,63801,0.189699221015345,"Bimodal",250795.769848614,233869.384897608,0,"2 Peaks",0.167692796409297,0.0138679861022454,0,1.14673159502235,0.0001220703125,0.878829956054688,0.002,NA,NA
"Salmonella enterica_Imipenem",1,8,5890,0.00203735144312394,"Bimodal",14364.9060808966,13985.2906407495,3.69449045981402e-83,"2 Peaks",0.672242993469043,0.00451532973193681,0.651209214955704,1.40115633349919,0.0001220703125,0.254035949707031,0.34,0.00903065912982985,0.008
"Serratia marcescens_Imipenem",2,9,8102,0.0456677363613922,"Bimodal",31769.1592158365,25896.6665643531,0,"2 Peaks",2.11908413477865e-10,0.00794334894507712,0.00156984933155724,1.90249637480088,0.0001220703125,2.20735168457031,0,0.0158866978928053,0
"Staphylococcus aureus_Imipenem",0.125,34,4990,0.0791583166332665,"Bimodal",18979.7281678397,16939.6503680242,0,"1 Peak",0.425908537562638,0.0035803028667791,0.98178361904458,1.60592401490347,0.0001220703125,0.745216369628906,0.698,0.00716060573355819,0.116
"Staphylococcus coagulase negative_Imipenem",0.125,7,1144,0.166958041958042,"Bimodal",5654.26334943828,5113.58103615296,3.9113568358333e-118,"1 Peak",0.341243157233983,0.00518303203481594,0.999486322479328,1.33939152599616,0.0001220703125,1.37392425537109,0.148,0.0103660640696319,0.952
"Streptococcus agalactiae_Imipenem",0.125,6,494,0.0161943319838057,"Bimodal",1726.77873682762,1694.02815205516,7.73216020138288e-08,"2 Peaks",0.053230782128455,0.0105576038620216,0.990459945135687,1.62364752119329,0.0001220703125,0.815597534179688,0.344,0.0211152077240432,0.638
"Streptococcus pneumoniae_Imipenem",0.016,9,1401,0.211277658815132,"Bimodal",5662.3629602325,4844.09691774375,2.06912395708824e-178,"2 Peaks",0.236963716826295,0.00976342590816832,0.535363011346552,1.05732727543904,0.0455736438598695,0.633346557617188,0.39,0.0195268518163366,0
"Streptococcus pyogenes_Imipenem",0.064,9,722,0.00415512465373961,"Bimodal",2367.10860151651,2213.42685959332,4.25043869601535e-34,"1 Peak",0.450559337740694,0.0110982532269804,0.851587637004239,1.18113844188508,0.0001220703125,0.604713439941406,0.36,0.0221965064539608,0.086
"Streptococcus, viridans group_Imipenem",0.125,6,500,0.112,"Bimodal",2087.49311631923,2001.04990981977,1.69471319014059e-19,"1 Peak",0.506674803339657,0.016233144583194,0.525570112514774,1.60809255406716,0.0001220703125,1.10909271240234,0.494,0.032466289166388,0.016
"Mannheimia haemolytica_Kanamycin",16,7,290,0.0275862068965517,"Bimodal",836.734553190628,751.702741732995,3.43223289122011e-19,"1 Peak",0.565294228575718,0.019894608870341,0.631189037165413,2.12417638898888,0.0001220703125,0.901016235351562,0.312,0.039789217740682,0.074
"Pasteurella multocida_Kanamycin",32,10,734,0.0640326975476839,"Bimodal",2659.69724561838,2527.07300750593,1.5885928757567e-29,"1 Peak",0.521315733008742,0.012017392073489,0.728584286550071,2.11478057332464,0.0001220703125,0.608970642089844,0.116,0.024034784146978,0.026
"Enterococcus faecium_Lefamulin",0.5,16,2404,0.210482529118136,"Bimodal",11841.9904811738,9784.60549649483,0,"2 Peaks",0.0600654531014297,0.0164088802439517,0.000145175601409031,0.684771711561062,0.0001220703125,1.730712890625,0,0.0328177604879034,0
"Haemophilus influenzae_Lefamulin",4,11,3712,0.00646551724137931,"Bimodal",11689.6310747355,11192.2783495873,1.0028314703323e-108,"1 Peak",0.677807168264369,0.00462597046926602,0.924187165728073,1.95908116255152,0.0001220703125,0.969390869140625,0.034,0.00925194093853205,0.092
"Moraxella catarrhalis_Lefamulin",0.25,9,1735,0.00864553314121038,"Bimodal",4755.32503400072,4638.50174435197,4.28691600072881e-26,"1 Peak",0.83955451279437,0.00499414490149899,0.994959017701606,1.76953553714676,0.0001220703125,0.337249755859375,0.38,0.00998828980299797,0.634
"Staphylococcus aureus_Lefamulin",0.25,12,12750,0.00705882352941176,"Bimodal",32672.0243833533,30633.1742090387,0,"1 Peak",0.476491056258769,0.00255989700613862,0.909317177896444,2.28378453692936,0.0001220703125,0.934806823730469,0.36,0.0051197939888567,0.014
"Staphylococcus aureus MRSA_Lefamulin",0.25,13,5429,0.0127095229324001,"Bimodal",15307.6675896472,14127.9025852966,6.56574987358129e-257,"2 Peaks",0.34764864923553,0.00425907163770706,0.811083498954297,2.50129826823805,0.0001220703125,1.27265167236328,0.194,0.00851812615553231,0.02
"Staphylococcus aureus MSSA_Lefamulin",0.25,10,8015,0.00399251403618216,"Bimodal",18830.0637748117,17775.620929336,1.07311277194358e-229,"1 Peak",0.499708374143346,0.00334970201698059,0.868260436593136,2.04749145103931,0.0001220703125,0.870414733886719,0.832,0.00669940405114493,0.028
"Staphylococcus epidermidis_Lefamulin",0.25,9,989,0.0869565217391304,"Bimodal",3981.88486394404,3245.35002814558,1.15742415479469e-160,"2 Peaks",0.294418609174246,0.00903230359909091,0.909837611744654,1.28195205314292,0.0001220703125,0.936721801757812,0.298,0.0180646071981818,0.152
"Staphylococcus haemolyticus_Lefamulin",0.25,5,150,0.133333333333333,"Bimodal",720.705038933096,471.797059892068,8.91906030579392e-55,"2 Peaks",0.0051873576260878,0.0241241188389176,0.823817893284132,0.455642096119269,0.0001220703125,2.08786392211914,0.092,0.0482482376778352,0.25
"Staphylococcus hominis_Lefamulin",0.25,5,157,0.0254777070063694,"Bimodal",450.299983309552,415.232280580994,2.42742094784519e-08,"1 Peak",0.463607365705046,0.0328278715517519,0.269951791411734,1.76558820903786,0.0001220703125,0.685470581054688,0.45,0.0656557431035038,0.018
"Streptococcus agalactiae_Lefamulin",0.125,7,942,0.0116772823779193,"Bimodal",2861.16153857292,1865.39565065134,5.91813413262332e-217,"2 Peaks",2.53948138567159e-06,0.0196747080427004,0.0144767977442185,1.41455051172968,0.0001220703125,2.03067779541016,0.168,0.0393494160854008,0
"Streptococcus pneumoniae_Lefamulin",0.5,12,10331,0.00396863807956635,"Bimodal",30015.5767391465,30002.8027740596,0.00168049908354256,"1 Peak",0.890760192281485,0.00263184734056316,0.960680324902296,1.45714548555683,0.0001220703125,0.262725830078125,0.262,0.00526369298371853,0.314
"Streptococcus pyogenes_Lefamulin",0.125,7,882,0.00226757369614512,"Bimodal",1919.0936363607,1911.07061420028,0.0177840172330741,"2 Peaks",0.0392633414650719,0.00978380136706039,0.885882084135344,1.6225167551868,0.0001220703125,0.462959289550781,0.612,0.0195676027341208,0.156
"Enterococcus faecalis_Levofloxacin",4,10,7839,0.334609006250797,"Bimodal",35253.0748897436,31094.5334616668,0,"2 Peaks",0.212762083691472,0.0366874675753567,0,1.10180505916174,0.0001220703125,1.18251037597656,0,0.0733749351649007,0
"Enterococcus faecium_Levofloxacin",4,5,1073,0.474370922646785,"Bimodal",4927.84625756299,4572.71923685039,7.67621738041051e-78,"2 Peaks",0.0458532284834966,0.0488704616082406,0,0.744800436351597,0.0001220703125,1.58263397216797,0,0.0977409232164812,0
"Escherichia coli_Levofloxacin",0.25,6,2840,0.214084507042254,"Bimodal",14679.8045399236,11025.5556032084,0,"2 Peaks",0.0806099052079096,0.0301706212728431,0,0.534443212663462,0.0001220703125,2.3223991394043,0,0.0603412425456862,0
"Haemophilus influenzae_Levofloxacin",0.064,13,22910,0.00659100829332169,"Bimodal",50693.9655355902,44295.3016227733,0,"1 Peak",0.420437625953682,0.00185393929359316,0.934082297863798,2.64003595533711,0.0001220703125,0.634223937988281,0.822,0.0037078780781822,0.016
"Klebsiella pneumoniae_Levofloxacin",0.25,6,3674,0.271910724006532,"Bimodal",16952.5018837177,13742.7552419645,0,"2 Peaks",0.151453446371876,0.0131056892201741,0.000209057806176305,0.987277342523795,0.493120152648452,0.912025451660156,0,0.0262113843209334,0
"Moraxella catarrhalis_Levofloxacin",0.125,8,5259,0.00570450656018254,"Bimodal",9750.09017158262,7936.68996965116,0,"1 Peak",0.503429184061907,0.00440626408349308,0.785509882669812,2.43516387307546,0.0001220703125,0.908294677734375,0.036,0.00881257725531611,0.016
"Morganella morganii_Levofloxacin",0.25,5,433,0.152424942263279,"Bimodal",1970.33747362758,1463.60781495846,9.22683409246579e-111,"2 Peaks",0.110495990864879,0.015539090451767,0.726319024929839,0.713092045905127,0.0001220703125,1.31161499023438,0.068,0.031078180903534,0.064
"Proteus mirabilis_Levofloxacin",0.25,9,3257,0.132637396377034,"Bimodal",13705.1294330753,10242.6102429414,0,"2 Peaks",0.11753358740248,0.00943135360354617,0.0514420850049833,0.776800613451208,0.0001220703125,1.20818328857422,0,0.0188627111758434,0
"Pseudomonas aeruginosa_Levofloxacin",2,11,14871,0.173626521417524,"Bimodal",62750.8016980382,58994.7149872022,0,"1 Peak",0.423828144052784,0.00242820309080448,0.886090591652143,1.43396871278375,0.0001220703125,0.621772766113281,0.002,0.00485640618730192,0.002
"Staphylococcus aureus_Levofloxacin",0.5,13,27556,0.186384090579184,"Bimodal",117568.431221596,93601.9720750238,0,"2 Peaks",0.00667172637169951,0.0328089537980822,0,0.684414269692367,0.0001220703125,1.37648773193359,0,0.0656179075548465,0
"Staphylococcus coagulase negative_Levofloxacin",0.5,8,4563,0.280736357659435,"Bimodal",20349.8828759667,16428.8543728312,0,"2 Peaks",0.0142463225256476,0.0381144381404911,0,0.541155113907358,0.0001220703125,1.42292785644531,0,0.0762288762809822,0
"Staphylococcus epidermidis_Levofloxacin",0.5,9,11936,0.587634048257373,"Bimodal",58773.1933089619,51896.4712757749,0,"2 Peaks",0.0255147612724545,0.0944599964292077,0,0.944846418399073,0.0001220703125,1.97968292236328,0,0.188919992629467,0
"Staphylococcus saprophyticus_Levofloxacin",0.5,5,526,0.619771863117871,"Bimodal",3185.34496053987,2143.36727381256,5.46286155064136e-227,"2 Peaks",0.00037031782785002,0.120347026296235,0,0.408230575976895,0.0001220703125,4.16860389709473,0.002,0.240694052592471,0
"Streptococcus agalactiae_Levofloxacin",2,10,2653,0.0817941952506596,"Bimodal",12996.3522805187,8909.41530989065,0,"2 Peaks",4.47399691959018e-12,0.0464543389828585,0,0.611980100017442,0.0001220703125,2.72892761230469,0,0.0929086779657169,0
"Streptococcus pneumoniae_Levofloxacin",2,18,85564,0.011909214155486,"Bimodal",208931.29424235,154064.906509216,0,"1 Peak",0.340195078659037,0.00153950937853098,0.215697742570045,2.32957161660162,0.0001220703125,1.69705963134766,0,NA,NA
"Streptococcus pyogenes_Levofloxacin",2,13,26808,0.00992241122053118,"Bimodal",84024.8668238048,57494.6519213596,0,"1 Peak",0.329553412473149,0.00382222718571188,0.0114179971901124,1.71533868904323,0.0001220703125,2.26386833190918,0,0.00764445437143928,0
"Streptococcus, viridans group_Levofloxacin",2,6,403,0.0446650124069479,"Bimodal",1205.97364881325,1177.11551394692,5.41421377698721e-07,"1 Peak",0.747219792608612,0.0152978736349139,0.803692716039577,1.85645476757931,0.0001220703125,0.869255065917969,0.358,0.0305957472698277,0.16
"Staphylococcus pseudintermedius_Lincomycin",2,7,416,0.461538461538462,"Bimodal",1870.80165853286,1268.48699793086,1.6182039821183e-131,"2 Peaks",0.000160082678646315,0.141111088444985,0,0.31233269025575,0.0001220703125,1.9127197265625,0,0.28222217688997,0
"Enterococcus faecium_Linezolid ",4,25,14404,0.000694830461367426,"Bimodal",29286.8236985363,27918.8354726988,8.81314884704127e-298,"1 Peak",0.68083393126156,0.00321341810812604,0.459928940212671,1.34026843447348,0.0001220703125,0.327018737792969,0.494,0.00642683363556081,0
"Staphylococcus aureus_Linezolid ",4,29,67615,0.000539964902281352,"Bimodal",147748.085606218,145268.449739203,0,"1 Peak",0.800485765494742,0.00128739025714237,0.73484975546495,1.52448008631942,0.0001220703125,0.224967956542969,0.794,NA,NA
"Staphylococcus aureus MRSA_Linezolid ",4,5,2484,0.000805152979066023,"Bimodal",4607.55834741494,4289.13776505319,7.17544893272286e-70,"2 Peaks",0.306047647923636,0.010396943757259,0.0745845962950141,1.06243849286861,0.0043724675603809,0.37567138671875,0.122,0.0207938875145181,0
"Staphylococcus epidermidis_Linezolid ",4,9,7139,0.000280151281692114,"Bimodal",17498.9687816247,17209.7866310351,1.60285363707717e-63,"1 Peak",1,0.00338926718753024,0.914784918311112,1.50344135628368,0.0001220703125,0.4334716796875,0.228,0.0067785419829992,0.03
"Staphylococcus haemolyticus_Linezolid ",2,9,1999,0.115557778889445,"Bimodal",10167.7009266543,5536.82394318784,0,"2 Peaks",2.30520064852506e-19,0.0485940086137124,0,0.230696718629992,0.0001220703125,2.82805633544922,0,0.0971880172274248,0
"Streptococcus agalactiae_Linezolid ",2,14,2133,0.00187529301453352,"Bimodal",3505.96636193038,3312.00425458534,7.61488836399489e-43,"1 Peak",0.634520240044445,0.00801987834283777,0.517346249847824,1.73857061850497,0.0001220703125,0.230567932128906,0.206,0.0160397566856755,0.01
"Streptococcus pyogenes_Linezolid ",2,15,23554,0.0107412753672412,"Bimodal",73991.1280066783,54274.0588665906,0,"1 Peak",0.345859275575676,0.00441057120387684,0.00410050463641098,2.04663981056928,0.0001220703125,2.11260032653809,0,0.00882114240807856,0
"Acinetobacter baumannii_Meropenem",4,18,4922,0.208045509955303,"Bimodal",23125.8439509655,22455.132000384,2.27379055399123e-146,"2 Peaks",0.240909116264884,0.0233429054104109,0,1.27102980775837,0.0001220703125,0.98944091796875,0.006,0.0466857980439869,0
"Bacteroides fragilis_Meropenem",0.125,31,2362,0.116850127011008,"Bimodal",8800.29304336089,8442.29137715096,1.82358464391024e-78,"1 Peak",0.643588550690244,0.00428455745113363,0.995034479619828,1.70970959994672,0.0001220703125,0.735687255859375,0.594,0.00856911490226726,0.64
"Bacteroides ovatus_Meropenem",0.25,5,230,0.0652173913043478,"Bimodal",694.93041527631,687.927927652761,0.0292768612567574,"1 Peak",0.498493775254482,0.0180962078778857,0.916623270071295,1.44710078883873,0.0001220703125,0.277084350585938,0.844,0.0361924157557714,0.526
"Bacteroides thetaiotaomicron_Meropenem",0.25,13,688,0.0305232558139535,"Bimodal",2228.16397561797,2099.8618547655,1.37894977606227e-28,"1 Peak",0.55468734178613,0.00957578919545684,0.977663322171742,2.08555771767748,0.0001220703125,0.631706237792969,0.368,0.0191515783909137,0.344
"Bacteroides vulgatus_Meropenem",0.25,6,245,0.0244897959183673,"Unimodal",819.623115574466,836.127440949946,0.00026062620343836,"1 Peak",1,0.0191239641316574,0.823850760758388,1.39103037600131,0.0001220703125,0.539039611816406,0.112,0.0382479282633148,0.38
"Burkholderia pseudomallei_Meropenem",4,7,352,0.00284090909090909,"Unimodal",813.53133533098,820.437708790154,0.0306739662471248,"1 Peak",1,0.017376498154724,0.705437614410001,1.77426162127651,0.0001220703125,0.230842590332031,0.65,0.0347529963094479,0.034
"Enterobacter cloacae_Meropenem",0.25,5,6825,0.0421978021978022,"Bimodal",22043.2543499607,18118.7327201331,0,"1 Peak",0.338356870420606,0.0039035695204496,0.772490625734416,1.88087026118692,0.0001220703125,0.527626037597656,0.718,0.00780713634527664,0.002
"Enterococcus faecalis_Meropenem",16,14,12369,0.0301560352494139,"Bimodal",45836.7954651968,42652.8850095918,0,"1 Peak",0.617146549333368,0.00550313495924017,0.0146597433737187,2.15171517985226,0.0001220703125,1.42378234863281,0.006,0.0110062699274754,0
"Escherichia coli_Meropenem",0.06,45,7496,0.0233457844183565,"Bimodal",21976.5557405102,18655.0310314648,0,"1 Peak",0.389271155462234,0.00472095480003296,0.353043297012841,2.4359298015989,0.0001220703125,1.22412109375,0.542,0.00944190794755928,0
"Haemophilus influenzae_Meropenem",0.125,7,6794,0.0406240800706506,"Bimodal",18279.9346272002,17531.1384212421,2.51750209804303e-163,"1 Peak",0.702519624815381,0.00363813295192692,0.867472587254874,1.73836948965874,0.0001220703125,0.2869873046875,0.302,0.00727626747866306,0.236
"Klebsiella aerogenes_Meropenem",0.25,14,2648,0.0460725075528701,"Bimodal",9536.79271152041,7334.65806109046,0,"1 Peak",0.384225390510034,0.00518411729038599,0.958363680074097,1.49693691342273,0.0001220703125,1.04607391357422,0.254,0.010368234580772,0.15
"Klebsiella oxytoca_Meropenem",0.125,20,3391,0.0138602182247125,"Bimodal",9332.56723183321,8023.34257581561,5.07549214445523e-285,"1 Peak",0.409518497028521,0.0047219442933496,0.942603822653253,2.87109272491363,0.0001220703125,0.729011535644531,0.868,0.0094438885866992,0.108
"Klebsiella pneumoniae_Meropenem",0.125,14,15755,0.0396064741351952,"Bimodal",49652.8268128937,37144.270300713,0,"1 Peak",0.398745402448004,0.00213470237135323,0.960548676931251,1.8757832136956,0.0001220703125,0.787216186523438,0.478,0.00426940687498258,0.018
"Morganella morganii_Meropenem",0.25,6,1470,0.0326530612244898,"Bimodal",4377.61911149228,4273.25343831986,2.17411253774828e-23,"1 Peak",0.714710086505052,0.0102484782360389,0.402182967761752,1.67207324600613,0.0001220703125,0.627815246582031,0.544,0.0204969564720778,0
"Proteus mirabilis_Meropenem",0.125,6,5034,0.0454906634882797,"Bimodal",13054.0881393627,11303.208286908,0,"1 Peak",0.470767464047283,0.00537661146562435,0.472260869019396,2.00908988996773,0.0001220703125,0.845489501953125,0.502,0.0107531648573684,0
"Proteus vulgaris_Meropenem",0.25,5,505,0.0257425742574257,"Bimodal",1405.90289300587,1280.60004246442,6.17776980341975e-28,"1 Peak",0.573960579547488,0.015657720852806,0.583869886009929,1.9916362296351,0.0001220703125,0.378555297851562,0.79,0.031315441705612,0.028
"Pseudomonas aeruginosa_Meropenem",2,57,57447,0.206207460789946,"Bimodal",257634.87864348,250764.487910771,0,"2 Peaks",0.25002584367709,0.00321701571894602,0.000466391963640067,1.2863718106547,0.0001220703125,0.601951599121094,0.008,NA,NA
"Serratia marcescens_Meropenem",0.125,6,6918,0.0578201792425556,"Bimodal",19061.181145648,13368.0326278699,0,"1 Peak",0.36002927356589,0.00565638479625478,0.161680136842765,1.83294740385016,0.0001220703125,0.858131408691406,0.176,0.0113127654982476,0
"Staphylococcus aureus_Meropenem",0.25,46,7604,0.0647027880063125,"Bimodal",27723.1988018587,26108.6363396443,0,"1 Peak",0.501590333294117,0.00280749049428329,0.989465164855368,2.08212857400967,0.0001220703125,0.731475830078125,0.358,0.00561498049804542,0.154
"Stenotrophomonas maltophilia_Meropenem",32,5,2260,0.0353982300884956,"Bimodal",6616.86210599479,4127.65986292837,0,"1 Peak",0.308696774557032,0.00694410537459709,0.725320758558967,1.91217283026109,0.0001220703125,0.56597900390625,0.794,0.0138882107491942,0.03
"Streptococcus agalactiae_Meropenem",0.125,8,1146,0.0226876090750436,"Bimodal",3525.19569619385,3081.5038166501,4.50331705491819e-97,"1 Peak",0.447252184766621,0.00821668128919868,0.926979202267994,2.57840172302112,0.0001220703125,1.50412750244141,0.57,0.0164333625783974,0.2
"Streptococcus pneumoniae_Meropenem",0.016,6,690,0.192753623188406,"Bimodal",3025.68062279044,2453.05718798238,4.53315978319851e-125,"2 Peaks",0.0863750233935953,0.0153775165216411,0.342115600605274,0.760576673391366,0.0001220703125,1.33987426757812,0.034,0.0307550330432822,0.006
"Clostridioides difficile_Metronidazole",2,17,7842,0.00714103545014027,"Bimodal",26561.704570851,26548.3732308272,0.00127228204647486,"1 Peak",1,0.00240875579578663,0.994431577358157,1.55223310068404,0.0001220703125,0.810302734375,0.168,0.00481751767520724,0.384
"Helicobacter pylori_Metronidazole",8,11,11168,0.402847421203438,"Bimodal",63510.6994414761,54234.6930989829,0,"2 Peaks",0.0240200556348861,0.10442872264741,0,0.651494863561145,0.0001220703125,2.91413307189941,0,0.208857444966394,0
